Norm,Art,Ap,Sub,Nº,Descripció,Imp. mín.,Imp. màx.,Import,Bo,Ex,Punts,Esp.,Seq.
RGC,141,1,,3,"NO RESPECTAR, EL CONDUCTOR D'UN VMP, LES ORDRES DELS AGENTS DE L'AUTORITAT EN SERVEI DE REGULACIÓ DEL TRÀNSIT ",200,200,200,L,N,0,,26195
RGC,142,1,,1,"NO RESPECTAR LES INSTRUCCIONS, DE COMPLIMENT OBLIGATORI, INSCRITES EN UN PANELL DE MISSATGE VARIABLE ",200,200,200,L,N,0,,26196
RGC,142,4,,1,NO RESPECTAR LA PROHIBICIÓ DE PAS ESTABLERTA MITJANÇANT UN SENYAL D'ABALISAMENT. ,200,200,200,L,N,0,,26197
RGC,143,1,B,1,NO RESPECTAR EL QUE ORDENA UN SEMÀFOR QUE EMET LLUM VERMELLA NO INTERMITENT AMB FLETXA NEGRA ,200,200,200,L,N,4,,26226
RGC,143,1,B,2,NO RESPECTAR EL CONDUCTOR D'UN VEHICLE EL SENTIT I DIRECCIÓ ORDENATS QUAN S'ENCÉN LA FLETXA VERDA SOBRE FONS CIRCULAR NEGRE D'UN SEMÀFOR,200,200,200,L,N,0,,26227
RGC,143,1,B,3,"NO RESPECTAR, UN VIANANT, EL LLUM VERMELL D'UN SEMÀFOR  ",200,200,200,L,N,0,,26228
RGC,143,1,B,4,"NO RESPECTAR, EL CONDUCTOR D'UN VEHICLE, EL LLUM VERMELL NO INTERMITENT D'UN SEMÀFOR ",200,200,200,L,N,4,,26229
RGC,143,1,B,5,"NO RESPECTAR, EL CONDUCTOR D'UNA BICICLETA, EL LLUM VERMELL D'UN SEMÀFOR ",200,200,200,L,N,0,,26230
RGC,143,1,B,6,"ENTRAR EN UNA INTERSECCIÓ REGULADA PER SEMÀFOR, SITUAT DINTRE DE LA MATEIXA O EN EL COSTAT OPOSAT, QUAN EMET LLUM VERMELL NO INTERMITENT",200,200,200,L,N,4,,26231
RGC,143,1,B,7,"NO DETENIR-SE EL CONDUCTOR D'UN VEHICLE DAVANT EL LLUM GROC NO INTERMITENT D'UN SEMÀFOR, PODENT FER-HO SENSE PERILL",200,200,200,L,N,0,,26232
RGC,143,1,B,8,ULTRAPASSAR EL CONDUCTOR DEL VEHICLE LA LÍNIA DE DETENCIÓ ANTERIOR MÉS PRÒXIMA A UN SEMÀFOR QUAN EMET LLUM VERMELL NO INTERMITENT,200,200,200,L,N,0,,26233
RGC,143,1,B,9,"NO RESPECTAR, EL CONDUCTOR D'UN VMP, EL LLUM VERMELL D'UN SEMÀFOR ",200,200,200,L,N,0,,26234
RGC,143,1,B,10,NO CEDIR EL PAS DAVANT EL LLUM GROC INTERMITENT D'UN SEMÀFOR ,200,200,200,L,N,0,,26251
RGC,145,2,A,1,NO DETENIR-SE DAVANT D'UN SENYAL DE DETENCIÓ OBLIGATÒRIA (STOP) ,200,200,200,L,N,4,,26235
RGC,145,2,A,2,NO OBEIR UN SENYAL VERTICAL DE CEDIU EL PAS  ,200,200,200,L,N,4,,26236
RGC,145,2,A,3,"NO OBEIR, EL CONDUCTOR D'UNA BICICLETA, UN SENYAL VERTICAL DE CEDIU EL PAS ",200,200,200,L,N,0,,26237
RGC,145,2,A,4,NO DETENIR-SE UNA BICICLETA DAVANT UN SENYAL DE DETENCIÓ OBLIGATÒRIA (STOP) ,200,200,200,L,N,0,,26238
RGC,145,2,A,5,"NO DETENIR-SE, EL CONDUCTOR D'UN VMP, DAVANT UN SENYAL DE DETENCIÓ OBLIGATÒRIA (STOP) ",200,200,200,L,N,0,,26239
RGC,145,2,A,6,"NO OBEIR, EL CONDUCTOR D'UN VEHICLE DE MOBILITAT PERSONAL, UN SENYAL VERTICAL DE CEDIU EL PAS ",200,200,200,L,N,0,,26240
RGC,145,2,B,1,NO OBEIR UN SENYAL D'ENTRADA PROHIBIDA PER A TOTA CLASSE DE VEHICLES ,6,100,90,C,N,0,,26241
RGC,145,2,B,2,NO OBEIR EL DESTINATARI UN SENYAL DE PROHIBICIÓ D'ENTRADA  ,6,100,90,C,N,0,,26242
RGC,145,2,B,3,NO OBEIR UN SENYAL DE CIRCULACIÓ PROHIBIDA PER A TOTA CLASSE DE VEHICLES EN AMBOS SENTITS ,200,200,200,L,N,0,,26243
RGC,145,2,B,4,NO OBEIR UN SENYAL D'ENTRADA PROHIBIDA A VEHICLES DESTINATS AL TRANSPORT DE MERCADERIES AMB MASSA AUTORITZADA SUPERIOR A LA INDICADA,200,200,200,L,N,0,,26244
RGC,145,2,B,5,NO OBEIR UN SENYAL D'ENTRADA PROHIBIDA A VEHICLES DESTINATS AL TRANSPORT DE MERCADERIES AMB MAJOR MMA QUE LA INDICADA ,200,200,200,L,N,0,,26280
RGC,145,2,C,1,NO OBEIR EL DESTINATARI UN SENYAL DE RESTRICCIÓ DE PAS  ,6,100,90,C,N,0,,26245
RGC,145,2,C,2,"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES, LA LONGITUD DELS QUALS, INCLOSA LA CÀRREGA, SIGUI SUPERIOR A LA INDICADA",200,200,200,L,N,0,,26246
RGC,145,2,C,3,"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES, L'AMPLADA DELS QUALS, INCLOSA LA CÀRREGA, SIGUI SUPERIOR A LA INDICADA",200,200,200,L,N,0,,26247
RGC,145,2,C,4,"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES L'ALÇADA DELS QUALS, INCLOSA LA CÀRREGA, SIGUI SUPERIOR A LA INDICADA",200,200,200,L,N,0,,26248
RGC,145,2,C,5,"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES, LA MASSA EN CÀRREGA DELS QUALS SIGUI SUPERIOR A LA INDICADA",200,200,200,L,N,0,,26249
RGC,145,2,C,6,"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES, LA MASSA PER EIX DELS QUALS SIGUI SUPERIOR A LA INDICADA ",200,200,200,L,N,0,,26250
RGC,145,2,D,1,NO OBEIR UN SENYAL DE PROHIBICIÓ O RESTRICCIÓ  ,200,200,200,L,N,0,,26252
RGC,145,2,D,2,NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT  ,6,100,90,C,N,0,2,26254
RGC,145,2,D,3,NO OBEIR UN SENYAL VERTICAL DE GIR A LA DRETA PROHIBIT  ,6,100,90,C,N,0,,26255
RGC,145,2,D,4,NO OBEIR UN SENYAL VERTICAL DE GIR A L'ESQUERRA PROHIBIT  ,6,100,90,C,N,0,,26256
RGC,145,2,D,5,NO OBEIR UN SENYAL VERTICAL DE PARADA I ESTACIONAMENT PROHIBITS ,6,100,90,C,N,0,2,26257
RGC,145,2,D,6,NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT LA PRIMERA QUINZENA ,6,100,90,C,N,0,2,26272
RGC,145,2,D,7,NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT LA SEGONA QUINZENA ,6,100,90,C,N,0,2,26273
RGC,145,2,D,8,NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT EN GUAL  ,6,100,90,C,N,0,2,26274
RGC,145,2,D,9,NO OBEIR UN SENYAL VERTICAL DE MITJA VOLTA PROHIBIDA  ,6,100,90,C,N,0,,26275
RGC,145,2,D,10,NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT ELS DIES IMPARELLS ,6,100,90,C,N,0,2,26276
RGC,145,2,D,11,NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT ELS DIES PARELLS ,6,100,90,C,N,0,2,26277
RGC,145,2,D,12,NO OBEIR UN SENYAL VERTICAL DE ZONA D'ESTACIONAMENT LIMITAT  ,6,100,90,C,N,0,2,26278
RGC,145,2,E,1,NO OBEIR UN SENYAL D'OBLIGACIÓ  ,200,200,200,L,N,0,,26253
RGC,145,2,E,2,NO OBEIR EL DESTINATARI UN SENYAL VERTICAL D'OBLIGACIÓ  ,6,100,90,C,N,0,,26281
RGC,145,2,E,4,NO OBEIR UN SENYAL DE SENTIT OBLIGATORI  ,200,200,200,L,N,0,,26283
RGC,145,2,E,5,NO OBEIR UN SENYAL DE PAS OBLIGATORI  ,200,200,200,L,N,0,,26284
RGC,145,2,E,6,NO OBEIR UN SENYAL D'ÚNICA DIRECCIÓ I SENTIT PERMÈS  ,200,200,200,L,N,0,,26285
RGC,145,2,E,7,NO OBEIR UN SENYAL D'INTERSECCIÓ EN SENTIT GIRATORI OBLIGATORI ,200,200,200,L,N,0,,26286
RGC,146,2,A,1,NO RESPECTAR UN SENYAL DE CARRER RESIDENCIAL  ,6,100,90,C,N,0,,26290
RGC,146,2,A,2,NO RESPECTAR UN SENYAL D'ESTACIONAMENT RESERVAT PER A DETERMINADA CLASSE DE VEHICLES ,6,100,90,C,N,0,2,26291
RGC,146,2,A,3,NO OBEIR UN SENYAL DE ZONA A 30  ,6,100,90,C,N,0,,26292
RGC,146,2,A,4,NO RESPECTAR UN SENYAL D'ESTACIONAMENT RESERVAT PER A CICLOMOTORS I MOTOCICLETES ,6,100,90,C,N,0,2,26293
RGC,146,2,A,5,NO RESPECTAR UN SENYAL D'ESTACIONAMENT RESERVAT PER A TAXI ,6,100,90,C,N,0,2,26295
RGC,146,2,A,7,NO RESPECTAR UN SENYAL DE LIMITACIÓ DE TEMPS D'ESTACIONAMENT  ,6,100,90,C,N,0,2,26297
RGC,146,2,B,1,INCOMPLIR L'OBLIGACIÓ ESTABLERTA PER UN SENYAL DE CARRIL  ,6,100,90,C,N,0,,26287
RGC,146,2,B,2,CIRCULAR PER UN CARRIL RESERVAT PER A AUTOBUSOS  ,200,200,200,L,N,0,,26288
RGC,146,2,B,3,CIRCULAR PER UN CARRIL RESERVAT PER A BICICLETES O VIA CICLISTA ,200,200,200,L,N,0,,26289
RGC,146,2,B,4,CIRCULAR PEL CARRIL DELIMITAT PER UNA LÍNIA  DISCONTÍNUA I RESERVAT AL TRANSPORT PÚBLIC SENSE EFECTUAR CAP DE LES MANIOBRES PERMESES,6,100,90,C,N,0,,26294
RGC,147,2,A,1,"NO RESPECTAR UNA MARCA LONGITUDINAL CONTINUA, SENSE CAUSA JUSTIFICADA ",200,200,200,L,N,0,,26264
RGC,147,2,A,2,"CIRCULAR SOBRE UNA MARCA LONGITUDINAL DISCONTÍNUA, SENSE CAUSA JUSTIFICADA ",200,200,200,L,N,0,,26265
RGC,147,2,B,1,"NO RESPECTAR UNA MARCA VIÀRIA TRANSVERSAL CONTÍNUA, SENSE CAUSA JUSTIFICADA ",200,200,200,L,N,0,,26266
RGC,147,2,B,2,"NO RESPECTAR UNA MARCA VIÀRIA TRANSVERSAL DISCONTÍNUA, SENSE CAUSA JUSTIFICADA ",6,100,90,C,N,0,,26267
RGC,147,2,C,1,NO OBEIR L'OBLIGACIÓ IMPOSADA PER UNA FLETXA DE SELECCIÓ DE CARRILS ,200,200,200,L,N,0,,26268
RGC,147,2,D,1,ENTRAR EN UNA ZONA EXCLOSA DE LA CIRCULACIÓ (ZEBREJAT) EMMARCADA PER UNA LÍNIA CONTÍNUA ,6,100,90,C,N,0,,26269
RGC,147,2,E,1,NO CEDIR EL PAS A D'ALTRES VEHICLES EN EL LLOC PRESCRIT PER UN SENYAL HORITZONTAL DE CEDIU EL PAS ,200,200,200,L,N,4,,26262
RGC,147,2,E,2,NO DETENIR-SE EN EL LLOC PRESCRIT PER UN SENYAL HORITZONTAL DE DETENCIÓ OBLIGATÒRIA O STOP ,200,200,200,L,N,4,,26263
RGC,147,2,F,1,PARAR O ESTACIONAR EN UNA ZONA SENYALITZADA AMB UNA MARCA GROGA LONGITUDINAL CONTÍNUA ,6,100,90,C,N,0,2,26258
RGC,147,2,F,2,NO OBEIR UNA MARCA GROGA ZIGA- ZAGA DE PROHIBICIÓ D'ESTACIONAMENT ,6,100,90,C,N,0,2,26259
RGC,147,2,F,3,NO RESPECTAR UNA MARCA GROGA LONGITUDINAL DISCONTÍNUA DE PROHIBICIÓ D'ESTACIONAMENT ,6,100,90,C,N,0,2,26260
RGC,147,2,F,4,"CIRCULAR PER UN CARRIL O ZONA RESERVADA PER A DETERMINATS VEHICLES, SENYALITZADA A AQUEST EFECTE ",6,100,90,C,N,0,,26261
RGC,147,2,F,5,NO RESPECTAR UNA MARCA VIÀRIA DE DELIMITACIÓ DE LA FORMA EN QUÈ ELS VEHICLES HAN DE SER ESTACIONATS ,6,100,90,C,N,0,2,26270
RGC,147,2,F,6,NO RESPECTAR UNA MARCA VIÀRIA DE DELIMITACIÓ DELS LLOCS O ZONES D'ESTACIONAMENT ,6,100,90,C,N,0,2,26271
RGC,147,2,F,7,"CIRCULAR PER UN CARRIL O ZONA RESERVADA PER A DETERMINATS VEHICLES, SENYALITZADA A AQUEST EFECTE ",200,200,200,L,N,0,,26298
